ts_code,end_date,roe
600886.SH,2018-03-31,3.1594
600886.SH,2018-06-30,4.9413
600886.SH,2018-09-30,10.6429
600886.SH,2018-12-31,12.7892
600886.SH,2019-03-31,2.7435
600886.SH,2019-06-30,6.0056
600886.SH,2019-09-30,11.1424
600886.SH,2019-12-31,12.1819
600886.SH,2020-03-31,3.5947
600886.SH,2020-06-30,7.4524
600886.SH,2020-09-30,12.2992
600886.SH,2020-12-31,12.5914
600886.SH,2021-03-31,2.5602
600886.SH,2021-06-30,5.0316
600886.SH,2021-09-30,7.2744
600886.SH,2021-12-31,4.9388
600886.SH,2022-03-31,1.9965
600886.SH,2022-06-30,4.5066
600886.SH,2022-09-30,7.7996
601006.SH,2016-03-31,2.2792
601006.SH,2016-06-30,4.2009
601006.SH,2016-09-30,5.8252
601006.SH,2016-12-31,8.0122
601006.SH,2017-03-31,3.457
601006.SH,2017-06-30,8.3058
601006.SH,2017-09-30,12.0031
601006.SH,2017-12-31,14.1093
601006.SH,2018-03-31,4.0376
601006.SH,2018-06-30,8.1897
601006.SH,2018-09-30,11.8957
601006.SH,2018-12-31,14.1276
601006.SH,2019-03-31,3.6936
601006.SH,2019-06-30,7.5177
601006.SH,2019-09-30,11.0953
601006.SH,2019-12-31,12.4054
601006.SH,2020-03-31,2.233
601006.SH,2020-06-30,4.9219
601006.SH,2020-09-30,7.7364
601006.SH,2020-12-31,9.2804
601006.SH,2021-03-31,2.9585
601006.SH,2021-06-30,6.1742
601006.SH,2021-09-30,8.3825
601006.SH,2021-12-31,9.9306
601006.SH,2022-03-31,2.3554
601006.SH,2022-06-30,5.8706
601006.SH,2022-09-30,8.5603
601186.SH,2016-03-31,2.2709
601186.SH,2016-06-30,4.9611
601186.SH,2016-09-30,7.6693
601186.SH,2016-12-31,11.5293
601186.SH,2017-03-31,2.171
601186.SH,2017-06-30,4.8955
601186.SH,2017-09-30,7.7808
601186.SH,2017-12-31,11.445
601186.SH,2018-03-31,2.2461
601186.SH,2018-06-30,5.1765
601186.SH,2018-09-30,8.0576
601186.SH,2018-12-31,11.2341
601186.SH,2019-03-31,2.259
601186.SH,2019-06-30,5.4204
601186.SH,2019-09-30,8.3101
601186.SH,2019-12-31,10.6344
601186.SH,2020-03-31,1.4078
601186.SH,2020-06-30,4.3852
601186.SH,2020-09-30,6.8751
601186.SH,2020-12-31,9.6468
601186.SH,2021-03-31,1.9639
601186.SH,2021-06-30,4.8123
601186.SH,2021-09-30,6.9294
601186.SH,2021-12-31,9.4403
601186.SH,2022-03-31,2.072
601186.SH,2022-06-30,4.9028
601186.SH,2022-09-30,6.7981
601186.SH,2022-12-31,9.5274
601211.SH,2016-03-31,2.4775
601211.SH,2016-06-30,5.2962
601211.SH,2016-09-30,7.9313
601211.SH,2016-12-31,10.0788
601211.SH,2017-03-31,2.5729
601211.SH,2017-06-30,4.386
601211.SH,2017-09-30,6.376
601211.SH,2017-12-31,8.8587
601211.SH,2018-03-31,1.8191
601211.SH,2018-06-30,3.2727
601211.SH,2018-09-30,4.4686
601211.SH,2018-12-31,5.441
601211.SH,2019-03-31,2.3966
601211.SH,2019-06-30,3.98
601211.SH,2019-09-30,5.0614
601211.SH,2019-12-31,6.6196
601211.SH,2020-03-31,1.3211
601211.SH,2020-06-30,4.0433
601211.SH,2020-09-30,6.5657
601211.SH,2020-12-31,8.0931
601211.SH,2021-03-31,3.1647
601211.SH,2021-06-30,5.7799
601211.SH,2021-09-30,8.2786
601211.SH,2021-12-31,10.5551
601211.SH,2022-03-31,1.6998
601211.SH,2022-06-30,4.3297
601211.SH,2022-09-30,5.5853
601211.SH,2022-12-31,7.5501
601225.SH,2016-03-31,-0.1244
601225.SH,2016-06-30,0.7979
601225.SH,2016-09-30,3.217
601225.SH,2016-12-31,8.4059
601225.SH,2017-03-31,7.4461
601225.SH,2017-06-30,14.8146
601225.SH,2017-09-30,21.0327
601225.SH,2017-12-31,26.5916
601225.SH,2018-03-31,6.195
601225.SH,2018-06-30,13.0689
601225.SH,2018-09-30,18.8199
601225.SH,2018-12-31,23.1699
601225.SH,2019-03-31,5.3737
601225.SH,2019-06-30,11.3441
601225.SH,2019-09-30,16.9696
601225.SH,2019-12-31,21.3801
601225.SH,2020-03-31,3.9508
601225.SH,2020-06-30,8.4007
601225.SH,2020-09-30,18.2983
601225.SH,2020-12-31,23.1661
601225.SH,2021-03-31,4.6698
601225.SH,2021-06-30,11.6559
601225.SH,2021-09-30,19.1839
601225.SH,2021-12-31,27.1687
601225.SH,2022-03-31,6.4524
601225.SH,2022-06-30,26.9121
601225.SH,2022-09-30,30.3038
601288.SH,2016-03-31,4.4251
601288.SH,2016-06-30,8.5264
601288.SH,2016-09-30,12.2332
601288.SH,2016-12-31,14.5507
601288.SH,2017-03-31,4.156
601288.SH,2017-06-30,8.124
601288.SH,2017-09-30,11.7474
601288.SH,2017-12-31,14.0612
601288.SH,2018-03-31,4.0698
601288.SH,2018-06-30,7.7408
601288.SH,2018-09-30,11.2282
601288.SH,2018-12-31,13.0967
601288.SH,2019-03-31,3.6001
601288.SH,2019-06-30,7.1376
601288.SH,2019-09-30,10.071
601288.SH,2019-12-31,11.7225
601288.SH,2020-03-31,3.2341
601288.SH,2020-06-30,5.4005
601288.SH,2020-09-30,8.0618
601288.SH,2020-12-31,10.3981
601288.SH,2021-03-31,2.9475
601288.SH,2021-06-30,5.4825
601288.SH,2021-09-30,8.2519
601288.SH,2021-12-31,10.4422
601288.SH,2022-03-31,2.8631
601288.SH,2022-06-30,5.2267
601288.SH,2022-09-30,7.8375
601288.SH,2022-12-31,10.1963
601318.SH,2016-03-31,6.0709
601318.SH,2016-06-30,11.6804
601318.SH,2016-09-30,15.8369
601318.SH,2016-12-31,17.3873
601318.SH,2017-03-31,5.8
601318.SH,2017-06-30,10.7329
601318.SH,2017-09-30,15.947
601318.SH,2017-12-31,20.7955
601318.SH,2018-03-31,5.2709
601318.SH,2018-06-30,11.7434
601318.SH,2018-09-30,15.8582
601318.SH,2018-12-31,20.858
601318.SH,2019-03-31,7.8777
601318.SH,2019-06-30,16.5295
601318.SH,2019-09-30,21.6359
601318.SH,2019-12-31,24.3004
601318.SH,2020-03-31,3.8234
601318.SH,2020-06-30,9.9893
601318.SH,2020-09-30,14.9029
601318.SH,2020-12-31,19.9341
601318.SH,2021-03-31,3.5476
601318.SH,2021-06-30,7.4633
601318.SH,2021-09-30,10.5028
601318.SH,2021-12-31,12.9042
601318.SH,2022-03-31,2.5102
601318.SH,2022-06-30,7.2569
601318.SH,2022-09-30,9.2615
601318.SH,2022-12-31,10.0263
601328.SH,2016-03-31,3.503
601328.SH,2016-06-30,6.9268
601328.SH,2016-09-30,9.1384
601328.SH,2016-12-31,11.5478
601328.SH,2017-03-31,3.0241
601328.SH,2017-06-30,6.1263
601328.SH,2017-09-30,8.4542
601328.SH,2017-12-31,10.8012
601328.SH,2018-03-31,3.0111
601328.SH,2018-06-30,6.1089
601328.SH,2018-09-30,8.4669
601328.SH,2018-12-31,10.7525
601328.SH,2019-03-31,2.9738
601328.SH,2019-06-30,6.0427
601328.SH,2019-09-30,8.1625
601328.SH,2019-12-31,10.3618
601328.SH,2020-03-31,2.6754
601328.SH,2020-06-30,4.5752
601328.SH,2020-09-30,6.5143
601328.SH,2020-12-31,9.4314
601328.SH,2021-03-31,2.4991
601328.SH,2021-06-30,4.6943
601328.SH,2021-09-30,7.1079
601328.SH,2021-12-31,9.5651
601328.SH,2022-03-31,2.3949
601328.SH,2022-06-30,4.5374
601328.SH,2022-09-30,6.9112
601328.SH,2022-12-31,9.2703
601336.SH,2016-03-31,3.4655
601336.SH,2016-06-30,5.7691
601336.SH,2016-09-30,8.14
601336.SH,2016-12-31,8.4513
601336.SH,2017-03-31,3.0434
601336.SH,2017-06-30,5.3575
601336.SH,2017-09-30,8.2165
601336.SH,2017-12-31,8.7647
601336.SH,2018-03-31,4.0385
601336.SH,2018-06-30,8.9565
601336.SH,2018-09-30,11.8196
601336.SH,2018-12-31,12.2535
601336.SH,2019-03-31,4.8522
601336.SH,2019-06-30,14.8336
601336.SH,2019-09-30,17.8877
601336.SH,2019-12-31,19.4071
601336.SH,2020-03-31,5.3866
601336.SH,2020-06-30,9.3591
601336.SH,2020-09-30,12.4579
601336.SH,2020-12-31,15.3601
601336.SH,2021-03-31,6.1383
601336.SH,2021-06-30,10.1343
601336.SH,2021-09-30,11.5819
601336.SH,2021-12-31,14.2241
601336.SH,2022-03-31,1.2774
601336.SH,2022-06-30,4.8705
601336.SH,2022-09-30,4.9772
601336.SH,2022-12-31,9.2932
601398.SH,2016-03-31,4.0937
601398.SH,2016-06-30,8.2399
601398.SH,2016-09-30,11.9403
601398.SH,2016-12-31,14.8035
601398.SH,2017-03-31,3.7869
601398.SH,2017-06-30,7.6727
601398.SH,2017-09-30,11.2351
601398.SH,2017-12-31,13.963
601398.SH,2018-03-31,3.6661
601398.SH,2018-06-30,7.4519
601398.SH,2018-09-30,10.9059
601398.SH,2018-12-31,13.3562
601398.SH,2019-03-31,3.4575
601398.SH,2019-06-30,7.0807
601398.SH,2019-09-30,10.099
601398.SH,2019-12-31,12.4735
601398.SH,2020-03-31,3.1064
601398.SH,2020-06-30,5.5036
601398.SH,2020-09-30,8.3421
601398.SH,2020-12-31,11.3438
601398.SH,2021-03-31,2.9204
601398.SH,2021-06-30,5.5196
601398.SH,2021-09-30,8.339
601398.SH,2021-12-31,11.3258
601398.SH,2022-03-31,2.7487
601398.SH,2022-06-30,5.2193
601398.SH,2022-09-30,7.9735
601398.SH,2022-12-31,10.6763
601601.SH,2016-03-31,1.655
601601.SH,2016-06-30,4.7193
601601.SH,2016-09-30,6.6795
601601.SH,2016-12-31,9.0962
601601.SH,2017-03-31,1.5122
601601.SH,2017-06-30,4.9446
601601.SH,2017-09-30,8.1685
601601.SH,2017-12-31,10.8905
601601.SH,2018-03-31,2.688
601601.SH,2018-06-30,5.973
601601.SH,2018-09-30,9.0661
601601.SH,2018-12-31,12.5536
601601.SH,2019-03-31,3.5159
601601.SH,2019-06-30,10.3703
601601.SH,2019-09-30,14.3298
601601.SH,2019-12-31,16.9151
601601.SH,2020-03-31,4.6043
601601.SH,2020-06-30,7.5896
601601.SH,2020-09-30,10.3091
601601.SH,2020-12-31,12.4903
601601.SH,2021-03-31,3.9148
601601.SH,2021-06-30,7.9786
601601.SH,2021-09-30,10.4075
601601.SH,2021-12-31,12.143
601601.SH,2022-03-31,2.4259
601601.SH,2022-06-30,5.8671
601601.SH,2022-09-30,9.0382
601601.SH,2022-12-31,10.8127
601618.SH,2016-03-31,2.2307
601618.SH,2016-06-30,3.9557
601618.SH,2016-09-30,5.4624
601618.SH,2016-12-31,8.2005
601618.SH,2017-03-31,1.958
601618.SH,2017-06-30,3.6396
601618.SH,2017-09-30,4.6943
601618.SH,2017-12-31,7.9208
601618.SH,2018-03-31,1.9947
601618.SH,2018-06-30,3.5102
601618.SH,2018-09-30,4.5368
601618.SH,2018-12-31,7.6562
601618.SH,2019-03-31,2.0835
601618.SH,2019-06-30,3.7133
601618.SH,2019-09-30,4.529
601618.SH,2019-12-31,7.2567
601618.SH,2020-03-31,1.961
601618.SH,2020-06-30,3.7612
601618.SH,2020-09-30,4.9011
601618.SH,2020-12-31,8.0291
601618.SH,2021-03-31,2.1598
601618.SH,2021-06-30,4.9599
601618.SH,2021-09-30,5.9575
601618.SH,2021-12-31,8.1553
601618.SH,2022-03-31,2.4663
601618.SH,2022-06-30,5.3699
601618.SH,2022-09-30,6.1015
601618.SH,2022-12-31,8.9871
601628.SH,2016-03-31,1.6486
601628.SH,2016-06-30,3.3241
601628.SH,2016-09-30,4.2846
601628.SH,2016-12-31,6.1098
601628.SH,2017-03-31,2.0072
601628.SH,2017-06-30,3.9992
601628.SH,2017-09-30,8.5645
601628.SH,2017-12-31,10.3283
601628.SH,2018-03-31,4.1196
601628.SH,2018-06-30,5.1008
601628.SH,2018-09-30,6.1012
601628.SH,2018-12-31,3.5648
601628.SH,2019-03-31,7.6265
601628.SH,2019-06-30,10.949
601628.SH,2019-09-30,16.3202
601628.SH,2019-12-31,16.143
601628.SH,2020-03-31,4.2901
601628.SH,2020-06-30,7.4506
601628.SH,2020-09-30,11.4647
601628.SH,2020-12-31,11.7749
601628.SH,2021-03-31,6.2299
601628.SH,2021-06-30,8.8931
601628.SH,2021-09-30,10.5338
601628.SH,2021-12-31,10.9668
601628.SH,2022-03-31,3.2167
601628.SH,2022-06-30,5.3036
601628.SH,2022-09-30,6.6772
601628.SH,2022-12-31,7.0143
601668.SH,2016-03-31,3.7233
601668.SH,2016-06-30,9.3582
601668.SH,2016-09-30,13.9832
601668.SH,2016-12-31,16.6654
601668.SH,2017-03-31,3.6496
601668.SH,2017-06-30,9.2487
601668.SH,2017-09-30,12.9655
601668.SH,2017-12-31,16.2577
601668.SH,2018-03-31,3.6784
601668.SH,2018-06-30,8.6326
601668.SH,2018-09-30,12.0714
601668.SH,2018-12-31,16.6732
601668.SH,2019-03-31,3.5596
601668.SH,2019-06-30,8.1285
601668.SH,2019-09-30,11.7871
601668.SH,2019-12-31,16.0724
601668.SH,2020-03-31,2.8032
601668.SH,2020-06-30,7.1499
601668.SH,2020-09-30,10.9833
601668.SH,2020-12-31,15.5619
601668.SH,2021-03-31,3.6006
601668.SH,2021-06-30,8.3181
601668.SH,2021-09-30,12.0227
601668.SH,2021-12-31,15.9571
601668.SH,2022-03-31,3.6872
601668.SH,2022-06-30,8.1168
601668.SH,2022-09-30,12.1645
601668.SH,2022-12-31,13.9931
601688.SH,2016-03-31,1.5447
601688.SH,2016-06-30,3.5608
601688.SH,2016-09-30,5.9031
601688.SH,2016-12-31,7.5942
601688.SH,2017-03-31,1.557
601688.SH,2017-06-30,3.5559
601688.SH,2017-09-30,5.529
601688.SH,2017-12-31,10.8059
601688.SH,2018-03-31,2.1592
601688.SH,2018-06-30,3.5592
601688.SH,2018-09-30,4.6284
601688.SH,2018-12-31,5.2774
601688.SH,2019-03-31,2.647
601688.SH,2019-06-30,3.6845
601688.SH,2019-09-30,5.7676
601688.SH,2019-12-31,7.9685
601688.SH,2020-03-31,2.332
601688.SH,2020-06-30,5.1738
601688.SH,2020-09-30,7.0817
601688.SH,2020-12-31,8.6026
601688.SH,2021-03-31,2.535
601688.SH,2021-06-30,5.9338
601688.SH,2021-09-30,8.2352
601688.SH,2021-12-31,9.619
601688.SH,2022-03-31,1.4681
601688.SH,2022-06-30,3.5728
601688.SH,2022-09-30,5.0963
601688.SH,2022-12-31,7.0509
601788.SH,2016-03-31,1.484
601788.SH,2016-06-30,3.8398
601788.SH,2016-09-30,5.4739
601788.SH,2016-12-31,6.8729
601788.SH,2017-03-31,1.234
601788.SH,2017-06-30,2.6041
601788.SH,2017-09-30,4.7236
601788.SH,2017-12-31,6.2993
601788.SH,2018-03-31,1.492
601788.SH,2018-06-30,1.9955
601788.SH,2018-09-30,2.4173
601788.SH,2018-12-31,0.2158
601788.SH,2019-03-31,2.7451
601788.SH,2019-06-30,3.3608
601788.SH,2019-09-30,4.7024
601788.SH,2019-12-31,1.2001
601788.SH,2020-03-31,2.3019
601788.SH,2020-06-30,4.4462
601788.SH,2020-09-30,6.6236
601788.SH,2020-12-31,4.6731
601788.SH,2021-03-31,1.3216
601788.SH,2021-06-30,4.1494
601788.SH,2021-09-30,5.9188
601788.SH,2021-12-31,6.3171
601788.SH,2022-03-31,1.1018
601788.SH,2022-06-30,3.4852
601788.SH,2022-09-30,5.5752
601788.SH,2022-12-31,5.2335
601800.SH,2016-03-31,1.5619
601800.SH,2016-06-30,4.7309
601800.SH,2016-09-30,7.4344
601800.SH,2016-12-31,10.911
601800.SH,2017-03-31,1.9408
601800.SH,2017-06-30,4.5981
601800.SH,2017-09-30,7.0407
601800.SH,2017-12-31,12.0731
601800.SH,2018-03-31,1.8826
601800.SH,2018-06-30,4.507
601800.SH,2018-09-30,6.9548
601800.SH,2018-12-31,10.4006
601800.SH,2019-03-31,1.9605
601800.SH,2019-06-30,4.2552
601800.SH,2019-09-30,6.5
601800.SH,2019-12-31,9.4108
601800.SH,2020-03-31,1.0176
601800.SH,2020-06-30,2.2357
601800.SH,2020-09-30,4.3722
601800.SH,2020-12-31,6.8204
601800.SH,2021-03-31,1.743
601800.SH,2021-06-30,3.9251
601800.SH,2021-09-30,5.9514
601800.SH,2021-12-31,7.1201
601800.SH,2022-03-31,1.9342
601800.SH,2022-06-30,4.1522
601800.SH,2022-09-30,5.838
601800.SH,2022-12-31,7.0452
601857.SH,2016-03-31,-1.1736
601857.SH,2016-06-30,0.0447
601857.SH,2016-09-30,0.146
601857.SH,2016-12-31,0.6669
601857.SH,2017-03-31,0.4775
601857.SH,2017-06-30,1.0618
601857.SH,2017-09-30,1.4574
601857.SH,2017-12-31,1.9129
601857.SH,2018-03-31,0.8476
601857.SH,2018-06-30,2.255
601857.SH,2018-09-30,3.9909
601857.SH,2018-12-31,4.3668
601857.SH,2019-03-31,0.84
601857.SH,2019-06-30,2.328
601857.SH,2019-09-30,3.0558
601857.SH,2019-12-31,3.7364
601857.SH,2020-03-31,-1.3291
601857.SH,2020-06-30,-2.4788
601857.SH,2020-09-30,0.8246
601857.SH,2020-12-31,1.5538
601857.SH,2021-03-31,2.2559
601857.SH,2021-06-30,4.2994
601857.SH,2021-09-30,6.1042
601857.SH,2021-12-31,7.4346
601857.SH,2022-03-31,3.0421
601857.SH,2022-06-30,6.3408
601857.SH,2022-09-30,9.2263
601857.SH,2022-12-31,11.3447
601888.SH,2016-03-31,6.0418
601888.SH,2016-06-30,9.6285
601888.SH,2016-09-30,12.5115
601888.SH,2016-12-31,15.2074
601888.SH,2017-03-31,5.5489
601888.SH,2017-06-30,10.2068
601888.SH,2017-09-30,14.6521
601888.SH,2017-12-31,19.0051
601888.SH,2018-03-31,7.9654
601888.SH,2018-06-30,13.2419
601888.SH,2018-09-30,18.1018
601888.SH,2018-12-31,20.4487
601888.SH,2019-03-31,13.2768
601888.SH,2019-06-30,18.8929
601888.SH,2019-09-30,23.4961
601888.SH,2019-12-31,25.6276
601888.SH,2020-03-31,-0.6047
601888.SH,2020-06-30,4.9575
601888.SH,2020-09-30,16.0034
601888.SH,2020-12-31,29.1011
601888.SH,2021-03-31,11.9954
601888.SH,2021-06-30,22.3599
601888.SH,2021-09-30,33.2373
601888.SH,2021-12-31,37.1823
601888.SH,2022-03-31,8.3089
601888.SH,2022-06-30,12.9555
601888.SH,2022-09-30,11.8983
601888.SH,2022-12-31,12.8667
601939.SH,2016-03-31,4.6329
601939.SH,2016-06-30,9.11
601939.SH,2016-09-30,12.9507
601939.SH,2016-12-31,15.3767
601939.SH,2017-03-31,4.3568
601939.SH,2017-06-30,8.6328
601939.SH,2017-09-30,12.3135
601939.SH,2017-12-31,14.4365
601939.SH,2018-03-31,4.0814
601939.SH,2018-06-30,8.1051
601939.SH,2018-09-30,11.5675
601939.SH,2018-12-31,13.5591
601939.SH,2019-03-31,3.8176
601939.SH,2019-06-30,7.6479
601939.SH,2019-09-30,10.959
601939.SH,2019-12-31,12.7236
601939.SH,2020-03-31,3.5679
601939.SH,2020-06-30,6.1204
601939.SH,2020-09-30,9.0703
601939.SH,2020-12-31,11.8335
601939.SH,2021-03-31,3.4562
601939.SH,2021-06-30,6.3851
601939.SH,2021-09-30,9.5002
601939.SH,2021-12-31,12.2152
601939.SH,2022-03-31,3.3732
601939.SH,2022-06-30,6.1608
601939.SH,2022-09-30,9.1936
601939.SH,2022-12-31,11.8958
601985.SH,2016-03-31,2.6503
601985.SH,2016-06-30,6.4292
601985.SH,2016-09-30,9.6982
601985.SH,2016-12-31,11.4694
601985.SH,2017-03-31,2.942
601985.SH,2017-06-30,6.1914
601985.SH,2017-09-30,9.794
601985.SH,2017-12-31,10.6908
601985.SH,2018-03-31,2.7715
601985.SH,2018-06-30,5.7678
601985.SH,2018-09-30,8.5388
601985.SH,2018-12-31,10.5387
601985.SH,2019-03-31,2.9479
601985.SH,2019-06-30,5.4886
601985.SH,2019-09-30,7.7065
601985.SH,2019-12-31,9.5614
601985.SH,2020-03-31,2.0483
601985.SH,2020-06-30,5.8686
601985.SH,2020-09-30,9.0592
601985.SH,2020-12-31,9.9496
601985.SH,2021-03-31,2.5083
601985.SH,2021-06-30,6.259
601985.SH,2021-09-30,8.9667
601985.SH,2021-12-31,10.9671
601985.SH,2022-03-31,3.5462
601985.SH,2022-06-30,6.6107
601985.SH,2022-09-30,9.6234
601988.SH,2016-03-31,3.5143
601988.SH,2016-06-30,7.0132
601988.SH,2016-09-30,10.0064
601988.SH,2016-12-31,12.1163
601988.SH,2017-03-31,3.2586
601988.SH,2017-06-30,7.2433
601988.SH,2017-09-30,10.0595
601988.SH,2017-12-31,11.8587
601988.SH,2018-03-31,3.2664
601988.SH,2018-06-30,7.2172
601988.SH,2018-09-30,9.9701
601988.SH,2018-12-31,11.5848
601988.SH,2019-03-31,3.0734
601988.SH,2019-06-30,6.702
601988.SH,2019-09-30,9.1731
601988.SH,2019-12-31,10.818
601988.SH,2020-03-31,2.7812
601988.SH,2020-06-30,5.2973
601988.SH,2020-09-30,7.607
601988.SH,2020-12-31,9.9159
601988.SH,2021-03-31,2.6348
601988.SH,2021-06-30,5.445
601988.SH,2021-09-30,7.7888
601988.SH,2021-12-31,10.1586
601988.SH,2022-03-31,2.5697
601988.SH,2022-06-30,5.2825
601988.SH,2022-09-30,7.5131
601988.SH,2022-12-31,9.7766
601998.SH,2016-03-31,3.4656
601998.SH,2016-06-30,7.2877
601998.SH,2016-09-30,10.4692
601998.SH,2016-12-31,11.9458
601998.SH,2017-03-31,2.9693
601998.SH,2017-06-30,6.2639
601998.SH,2017-09-30,8.9627
601998.SH,2017-12-31,10.9303
601998.SH,2018-03-31,3.0174
601998.SH,2018-06-30,6.346
601998.SH,2018-09-30,8.9341
601998.SH,2018-12-31,10.6452
601998.SH,2019-03-31,2.97
601998.SH,2019-06-30,6.335
601998.SH,2019-09-30,8.9815
601998.SH,2019-12-31,10.0663
601998.SH,2020-03-31,2.7418
601998.SH,2020-06-30,4.8734
601998.SH,2020-09-30,7.0228
601998.SH,2020-12-31,9.2251
601998.SH,2021-03-31,2.8317
601998.SH,2021-06-30,5.0697
601998.SH,2021-09-30,7.2097
601998.SH,2021-12-31,9.5042
601998.SH,2022-03-31,2.7393
601998.SH,2022-06-30,5.1327
601998.SH,2022-09-30,7.3369
601998.SH,2022-12-31,9.6155
